filename,chunk_id,text
notion_page_06.txt,1,"This feature is available to everyone, even if they don’t have Notion AI for their workspace. From a page To create a database with Notion AI in an existing page: Create a new page and under Get started with, select ••• → Table. You can also open an existing page and use the slash command /database. Select Build with AI in the menu that appears. Give Notion AI details about the database you want. For example, you could ask it to make you a customer feedback tracker with priority levels, a status, and an assignee. You’ll get a preview of your database as well as some options for features to add or remove. You can also prompt Notion AI to make specific changes. Once your database looks good, select Continue. Choose how you prefer to visualize your database items and select Done. From Home To create a database with Notion AI from Home: In Home, toggle to Build mode in the Notion AI widget. Give Notion AI details about the database you want. For example, you could ask it to make you a customer feedback tracker with priority levels, a status, and an assignee."
notion_page_06.txt,2,"Give Notion AI details about the database you want. For example, you could ask it to make you a customer feedback tracker with priority levels, a status, and an assignee. You’ll get a preview of your database as well as some options for features to add or remove. You can also prompt Notion AI to make specific changes. Once your database looks good, select Continue. Choose how you prefer to visualize your database items and select Done. Note: Notion AI can create new databases but can’t edit existing databases. Notion AI can’t create pages in your database, database automations, forms, charts, or database page templates. Databases created with Build mode in Home will be added to your workspace as a new page. If you want to use Notion AI to build a database in a specific page, navigate to that page and create a new database with Notion AI in that page. You can also move your database created by AI to another page in your workspace. Create a database from a template
You can also use some existing templates to get started! To do this: Create a new page and under Get started with, select Database. You can also open an existing page and use the slash command /database."
notion_page_06.txt,3,"to get started! To do this: Create a new page and under Get started with, select Database. You can also open an existing page and use the slash command /database. Select one of the Suggested templates. You can also select More templates to explore other options. Select the template you want to use → Get started. Add data to your database
For this example, we'll create a task database. Add one or more tasks you’re working on by selecting New page. Add a priority property to your tasks by selecting Add property. Give the property a name, then select the property type. Click on the property name in your database and select Edit property. Select Add an option in the menu that appears to add options, like P1, P2, and P3. Add a new property using the + button to the right of the Priority property. Name the property Due date and select the Date property type. Now when you click on a cell under Due Date, you'll see the date picker. Open a row as a page
Every item in a Notion database is also a whole page of its own! You can add any content you want inside, including other databases."
notion_page_06.txt,4,"a row as a page Every item in a Notion database is also a whole page of its own! You can add any content you want inside, including other databases. To open a row as a page, hover over a cell in the Name column and click OPEN. You can add or edit any properties. You can also add additional content into the body of the page. Create new database views
You can create different views of the same data. Put it into a board, a calendar, a list, a gallery, or a timeline — depending on your needs. Let's try one. Click + next to the name of your database. In the menu that appears, select Board. This displays rows from your table into cards on a board, grouped by status. Clicking on a card still opens it as a page. It's all the same content, just visualized in a different way! Tip: Different views are good for different things, and you can have as many as you need! Gallery view is great if you're storing images in your database. Lists are helpful for minimalist storage of documentation. Calendar view displays your pages by an assigned date property. Timelines are useful for visualizing project dates and length."
notion_page_06.txt,5,"in your database. Lists are helpful for minimalist storage of documentation. Calendar view displays your pages by an assigned date property. Timelines are useful for visualizing project dates and length. Filter and sort your data
Filter and sort by property to zoom into specific database pages. To do this: Select the settings menu at the top of your database → Filter or Sort. hc: db settings icon
Select the property that you want to filter or sort by. For example, you might want to filter to see only the tasks that are P1 or sort due dates in ascending order. You'll see your database change in real time based on your filter and sort criteria. You can add as many filters and sorts as you want, and each view has its own filter and sorts."
notion_page_07.txt,0,"Start with a template In this Article
To help you take on a variety of challenges with Notion, we've created lots of templates that you can adopt and customize as your own — including some starter templates already in your workspace! Here's how to use them 💾 Starter templates
When you first sign up for Notion, you'll see a collection of templates in your sidebar. These are selected for you based on what you tell us during onboarding. You can choose to add them to your workspace and use them, or you can delete them. To delete a template: Click the ••• to the right of the page name. Click Delete. Find and use templates
Notion's Marketplace includes thousands of templates built for many purposes by Notion users around the world, which you can use to get started in Notion or get inspired. To access Marketplace, look for templates, and add them to your workspace: Find and select Templates in your sidebar. Once you find a template you like, you can select Add (if the template is free) or select Buy for {price} at the top of the page to add the template to your workspace. When the template is added to your workspace, you can tweak it to fit your exact needs. Learn more about finding templates on Marketplace"
notion_page_07.txt,1,"add the template to your workspace. When the template is added to your workspace, you can tweak it to fit your exact needs. Learn more about finding templates on Marketplace FAQs
Can I make my page a template to use elsewhere in my workspace? The best way to do this is: Keep an empty version of your template page in your left-hand sidebar. Click the ••• next to that page's name in your sidebar, and then Duplicate whenever you need a new copy. Depending on your use case, you might find these options useful! You can quickly duplicate chunks of content with a template button. Great for journaling! In databases, you can create new database entries with the properties & page contents already populated by using database templates. Can I request a template for something? Yes! We'd love your ideas. Please tweet them to us at @NotionHQ (with the hashtag #template) or send them to our team at team@makenotion.com."
notion_page_08.txt,0,"Share your work Share any Notion page you create with select people, your whole team, or the entire web. It's up to you. Here's a quick overview of how to share 🗣 Share with one person
You can invite people inside or outside your workspace to share a Notion page with you. Start with your page in Private in your sidebar. On the page, go to Share at the top right. Enter the person's name or email address in the space provided, choose a level of access, and click Invite. Sharing & permissions - share with teammate
If the person is outside your workspace, they'll join the page as a guest. If the person is already a member of your workspace, you'll see their profile photo pop up in the invite menu, and the page will show up under Shared in your sidebar, as seen above. Share with your team
If you have multiple people working with you in Notion, you can quickly share any page with all of them. There are several ways to do this:"
notion_page_08.txt,1,"with your team If you have multiple people working with you in Notion, you can quickly share any page with all of them. There are several ways to do this: Share with everyone in your workspace. Click Share at the top right of the page, and grant access to Everyone at [workspace name]. You can also assign everyone in your workspace a particular access level from the dropdown. For example, everyone Can view instead of being able to edit. Create a page in any default teamspace in your sidebar. Everyone in your workspace is a member of default teamspaces and will automatically have access to pages in them. Learn more about teamspaces → Drag a private page to a default teamspace in your sidebar. This automatically shares it with everyone. Share a page's URL. Every page in Notion has its own unique URL you can use to share it on Slack or elsewhere. Go to Share at the top right and click Copy link. Only people who have access to the page can see it."
notion_page_08.txt,2,"use to share it on Slack or elsewhere. Go to Share at the top right and click Copy link. Only people who have access to the page can see it. Share with the web
If you want to share your page and collaborate on it with others, even people who aren’t Notion users, select Share at the top of the page, open the dropdown under General access, and select Anyone on the web with link. Open the dropdown next to Anyone on the web with link and allow edit, comment, or view-only access. you can also set this link to expire at a specific time or date. Copy link and share it with anyone! Note that page visitors will need to be logged into Notion if they want to comment on or edit your page. You can easily turn your Notion page into a beautiful website with Notion Sites."
notion_page_09.txt,0,"Collaborate with people In this Article
Notion has several features designed to improve and increase the velocity of communication with your team — whether you're all editing the same page or working across time zones 🤝
Contents
Work together in real-time
Start a conversation
Mention a teammate
Leave a comment
Never miss a thing
Work together in real-time
You can edit the same page at the same time with an unlimited number of people. Their profile photos will show you where they're looking or working on the page. Edits and comments made by everyone will appear to you instantly. Click 🕘 at the top of the page to see who made what changes and when. Content added is highlighted in blue. Gray strikethrough shows what's been removed. You can also see where people have left comments. Start a conversation
There are several ways to communicate with your teammates inside Notion — hopefully helping you cut down on meetings and status checks. Mention a teammate
Want to get someone's attention on a page? Mention them by typing @ followed by their name anywhere on a page. You'll see a menu pop up that will search for the person in real time. Press enter."
notion_page_09.txt,1,"Mention them by typing @ followed by their name anywhere on a page. You'll see a menu pop up that will search for the person in real time. Press enter. They'll be notified of your mention with a link directly to it in their Inbox (or with a push notification if they are on the desktop or mobile app). Leave a comment
Comments let you attach your thoughts, questions, or opinions to specific content on a page. To leave a comment on a page, click the Add comment right above its title. To leave a comment on text, highlight it, and click Comment in the menu that pops up. To leave a comment on an image, embed, or other type of block, you can click the ••• that appears at the top right or the ⋮⋮ icon that appears to the left on hover. Choose Comment from the menu that pops up. (You can also right click to bring it up!) You can @-mention your colleagues in comments to get their attention. Never miss a thing
Notion is built for asynchronous communication. You'll be notified if someone needs you or if a page you care about has been changed. Click on Inbox at the top of your left sidebar. This is where we collect all notifications concerning you."
notion_page_09.txt,2,"you or if a page you care about has been changed. Click on Inbox at the top of your left sidebar. This is where we collect all notifications concerning you. All updates will appear with a grey badge. If you've been mentioned, you'll see a red badge with the number of mentions waiting for you next to Inbox. Click on any of these updates to go directly to the comment, mention, or edit in question."
notion_page_10.txt,0,"Account settings & preferences In this Article
There are tons of account settings and preferences to adjust in Notion ⚙️ Change your profile photo
To change your profile photo, you'll need to be using Notion for desktop or web and follow these steps: Go to Settings in your sidebar → {your name}. Select your current photo or your initial above Add photo. Choose the file you want to use from your device and click Open. Change your name
To change your preferred name in Notion: Go to Settings in your sidebar → {your name}. Under Preferred name, enter the name you want to use. Change your email address
To change your email address: Go to Settings in your sidebar → {your name}. Under Account security, click Change email. From here: If you have a Notion password set, enter it. If you don’t have a Notion password, we’ll send a verification code to your old email. Enter this into Notion. Enter your new email address and click Send verification code. We’ll send a verification code to your new email. Copy the verification code sent to your new email address, paste it into Notion, and click Change email."
notion_page_10.txt,1,"Send verification code. We’ll send a verification code to your new email. Copy the verification code sent to your new email address, paste it into Notion, and click Change email. If you get an error telling you that your new email is already being used with a different account, you first need to delete the account tied to that email and then try again. Set, change, or remove your password
If you want to log into Notion using a permanent password instead of temporary login codes: Go to Settings in your sidebar → {your name}. Select Set a password. Enter a password that meets the security requirements and confirm it. Passwords must be at least eight characters long, with at least three special characters, one letter, and one number. If you want to change or remove your password: Go to Settings in your sidebar → {your name}. Select Change password. Enter a new password and select Change password, or select Remove password. Note: Never share your password with anyone, even Notion support! If someone's claiming to be Notion support and asking for your password, it's not us. All passwords are encrypted on our servers, so we don't have access to any password data. Customize appearance on desktop
To customize Notion's appearance on desktop:"
notion_page_10.txt,2,"password, it's not us. All passwords are encrypted on our servers, so we don't have access to any password data. Customize appearance on desktop To customize Notion's appearance on desktop: Go to Settings in your sidebar → Preferences. Open the dropdown next to Appearance and select one of the following options: Use system setting to follow your system appearance setting. Light to display light mode. Dark to display dark mode. You can also turn dark mode on or off anytime with the shortcut cmd/ctrl + shift + L. Customize appearance on mobile
To customize Notion's appearance on mobile: Open the sidebar by tapping the ••• in the top corner. Tap Settings and scroll to the Appearance section. Open the dropdown and select one of the following options: Use system setting to follow your system appearance setting. Light to display light mode. Dark to display dark mode. Note: When you select dark mode, it applies to all workspaces you're signed into on your account. If you switch between them, they'll all be dark. Open links in desktop app
If you're on web and you want any links to Notion pages to open in your desktop app: Go to Settings in your sidebar → Preferences. Toggle on Open links in desktop app."
notion_page_10.txt,3,"web and you want any links to Notion pages to open in your desktop app: Go to Settings in your sidebar → Preferences. Toggle on Open links in desktop app. You'll need to have the desktop app already installed. You’ll also need to go to Notion in your desktop app and ensure that Open links in browser is turned off in your settings. If Notion links aren't automatically opening in the desktop app
If links to Notion pages aren't automatically opening in the desktop app, try following these steps: Open the link in your browser. Click ••• at the top right of the page. Scroll to the bottom of the menu that appears and click Open in Mac app. Change your language
To change your display language: Go to Settings in your sidebar → Preferences. Under Language & Time, open the dropdown next to Language. Select your language. Note: On mobile, your Notion app language will follow the language ranking in your system preferences. Start your calendar week on Monday
Calendars in Notion will use Sunday or Monday as the first day of the week, depending on your region. That includes the date picker for reminders and calendar databases. If you prefer, you can change this manually. To do this: Go to Settings in your sidebar → Preferences."
notion_page_10.txt,4,"region. That includes the date picker for reminders and calendar databases. If you prefer, you can change this manually. To do this: Go to Settings in your sidebar → Preferences. Under Language & Time, toggle on or off Start week on Monday. Change your time zone
To change your time zone: Go to Settings in your sidebar → Preferences. Under Language & Time, set your time zone manually or turn on Automatically update time zone. Desktop app settings
If you’re using Notion’s desktop app, you can manage settings for the app by going to Settings in your sidebar → Preferences. Open the dropdown next to On startup to choose Continue where you left off, which will open the tabs you had open right before you last closed the app. Alternatively, you can choose Your default page if you’d like to start with the same page every time. If you want to use Command Search, which allows you to quickly search in Notion while you’re in another app, turn on Use Command Search. Once this setting is turned on, you can also turn on Show Notion in menu bar so you can get to Notion from the top of your screen, as well as adjust the Keyboard shortcut for Command Search shortcut and Notion AI shortcut."
notion_page_10.txt,5,"in menu bar so you can get to Notion from the top of your screen, as well as adjust the Keyboard shortcut for Command Search shortcut and Notion AI shortcut. If you want search to open whenever you create a new tab, toggle on New Tab Search. This allows you to immediately search for and navigate to a specific page when you open a new tab. If this setting is toggled off, new tabs will display the default page specified in the Default page setting. If you want any links to Notion pages to open in your web browser instead of the desktop app, toggle on Open Notion links in browser. You’ll need to go to Notion in your browser and ensure that Open links in desktop app is turned off in your settings. If you set up links to open in the desktop app, your browser will open a new tab automatically redirect you to the desktop app every time you click on a link to a Notion page. To have these tabs automatically closed once you’re redirected to the desktop app, toggle on Close redirecting browser tabs. View history
If you don’t want your account to be recorded in page analytics, you can opt out altogether or for specific pages. To opt out of participating in analytics altogether:"
notion_page_10.txt,6,"history If you don’t want your account to be recorded in page analytics, you can opt out altogether or for specific pages. To opt out of participating in analytics altogether: Go to Settings in your sidebar → Preferences. Under Privacy, open the dropdown next to Show my view history and select Don't record. Profile discoverability
You can decide if users with your email address can see your name and profile picture when they invite you to a new workspace. To do so: Go to Settings in your sidebar → Preferences. Under Privacy, find Profile discoverability. Turn this on to make your profile discoverable to people with your email address, or turn it off to hide your profile from people with your email address. If you turn profile discoverability on, a user will see this when they invite you to a workspace or a page: If you turn profile discoverability off, a user will see this when they invite you to a workspace or page: Note: If you’re already part of the same workspace as the user inviting you, or once you’ve joined the workspace, they’ll be able to see your profile. FAQs I just got an email saying I changed my email address or password, but I didn't!"
notion_page_10.txt,7,"or once you’ve joined the workspace, they’ll be able to see your profile. FAQs I just got an email saying I changed my email address or password, but I didn't! If you receive an unexpected email notifying you of a change to your password, you should reset your password as soon as possible. Follow these steps: Navigate to notion.so/login in your web browser. Click the Continue with email button. Enter the email address associated with your Notion account. Click the Forgot password? button, and then the Send Reset Link button. We'll send a link to your email address. When you click that link, you'll be taken to Settings in your Notion workspace, and your password will be reset. Please report any suspicious activity like this to our support team, team@makenotion.com. I tried changing my email address but got an error message saying: ""A user with this email already exists."" If you'd like to change your account email to one that’s already tied to another Notion account, you can log into the account that’s currently associated with your desired email address and delete that account to free up that email address. To do this: Log into the account tied to your desired email address, then go to Settings → {your name} → Delete my account."
notion_page_10.txt,8,"to free up that email address. To do this: Log into the account tied to your desired email address, then go to Settings → {your name} → Delete my account. Log into the account whose email address you want to change, then go to Settings → {your name} → Change email. What if I accidentally deleted something permanently? Any way to get it back? If you accidentally delete a page, a workspace, or even your entire account, we can help! Accidents happen 😅 Just send us a message in the app by clicking ? at the bottom of your sidebar, or email us at team@makenotion.com. We keep backups of our database, which allows us to restore a snapshot of your content in the past 30 days if you need it."
notion_page_11.txt,0,"Notification settings In this Article
Notion is set up to notify you if you're mentioned in a page or database, for reminders, and when updates have been made to a page you care about. Below, we describe how notifications work, and how you can modify them 🛎 Contents
How notifications work
Types and timing
Notification settings
How notifications work
Here's when you will get a notification: Someone @-mentions you or replies to your comment. Or you have notifications set to All comments for a page. You're added to a Person property in a database. You set a reminder for yourself to show up at a certain time. Types and timing
There are several ways these notifications will reach you: You'll see a red badge with the number of notifications waiting for you next to Inbox at the top of your sidebar. Learn more about updates here → Desktop comments and mentions show up if you have the app installed and open. Desktop meeting detection sends a notification prompt to start meeting notes when it detects audio activity and finds a matching event on your calendar. Email notifications are sent if you don't have Notion open at the time of the notification, or if you have mobile notifications turned off and you haven't seen a notification within five minutes."
notion_page_11.txt,1,"sent if you don't have Notion open at the time of the notification, or if you have mobile notifications turned off and you haven't seen a notification within five minutes. Unless you have Always send email notifications turned on, you'll only receive an email notification if you're not active on the app. You can also receive email notifications about what’s happening in your workspace, like what pages you might want to check out or what pages are trending. Note: If you're actively viewing a page that the notification trigger was created on (i.e. the @-mention or reminder), you won't see any notifications. Notification settings
Go to Settings → Notifications to adjust your settings for: Mobile push notifications Desktop push notifications and badge icons (if you’re using the desktop app) Slack notifications Email notifications. You can receive notifications for activity in your workspace, page updates, and workspace digests. Notification settings - desktop
On mobile, tap ••• near the top of your home page → Settings → My notifications. Notification settings - mobile
FAQs
I'm not receiving any mobile or email notifications, but I have them enabled. If you have Notion open on a mobile device or computer, you won't receive push or email notifications for reminders — you'll only see the badge next to Inbox."
notion_page_11.txt,2,"enabled. If you have Notion open on a mobile device or computer, you won't receive push or email notifications for reminders — you'll only see the badge next to Inbox. If Notion is not open on your mobile device or computer, then you will receive a push or email notification. To always receive email updates regardless of whether or not you have the app open, you can enable Always send email notifications in the Notifications section of Settings. Is there a way for the notifications to make a sound or vibration? Not at the moment, unfortunately 😓 On our to-do list though! I don’t want to be notified when I get mentioned in a person property in a database. How can I turn this kind of notification off? Unfortunately, if you don’t want to be notified when you’re mentioned in a person property, you’ll need to ask someone with edit access to turn off notifications in the specific person property’s settings. Individual users can’t unsubscribe from these notifications."
notion_page_12.txt,0,"Workspace settings In this Article
When you sign up for Notion, you can create multiple workspaces connected to your account. Each one can be customized to your liking with workspace-specific settings. Here's how to manage every aspect of an individual workspace 🗝️ Note: Many of these settings are only visible if you're an admin on a Plus Plan or Enterprise Plan. They don't appear in the mobile app at all. Contact sales to learn more about our Enterprise plan → Change your workspace name and icon
To change your workspace name and icon: Go to Settings in your sidebar. Under Workspace, select General. In the field under Name, enter a simple name for your workspace. Under Icon, click on your current icon and choose an emoji or upload your own image. Allowed email domains
Make it simple for people with certain email address domains to automatically join your workspace as members, or as workspace owners if you're on a Free Plan. As soon as they sign up, Notion will recognize their email and ask if they want to join your workspace. To set an allowed domain: Go to Settings in your sidebar. Under Workspace, select General. Under Trusted domain access, find the field under Allowed email domains and enter your domain. Note:"
notion_page_12.txt,1,"set an allowed domain: Go to Settings in your sidebar. Under Workspace, select General. Under Trusted domain access, find the field under Allowed email domains and enter your domain. Note: New allowed domains are restricted to the email domains of the members of that workspace. To add a domain that isn't available, someone with an email address from that domain will have to join the workspace. Bear in mind that you'll be charged per member on Plus, Business, and Enterprise Plans. Export your entire workspace Note: To verify a domain for your organization, you must be an organization owner. Your Notion data will always be backed up in the cloud, but you can also export it for safekeeping. You can export all your pages as HTML, Markdown, or CSV (for databases), along with any files you've uploaded, too. If you're on a Business or Enterprise Plan, you can also export your entire workspace to PDF, which can be helpful for legal and compliance backups."
notion_page_12.txt,2,"files you've uploaded, too. If you're on a Business or Enterprise Plan, you can also export your entire workspace to PDF, which can be helpful for legal and compliance backups. Pages that the exporter doesn't have access to, such as private pages of other users, will not be included in the export. Workspace owners on the Enterprise Plan can give themselves and others access to specific pages using content search, so that those pages can be included in future exports. Some content also may not be exported based on teamspace settings. A sitemap (index.html) is included the export to help you navigate the exported workspace. The list items in the sitemap are locally linked to the exported pages in HTML and Markdown formats. To export your workspace content: Go to Settings in your sidebar. Under Workspace, select General. Find and select Export all workspace content. You'll receive an email from Notion with a link to download your files. This link will expire after 7 days. Note: You can only export your entire workspace on desktop or web. You can’t instantly recreate your workspace by reuploading your exported workspace content. Export workspace members
If you have a Business Plan or Enterprise Plan, you can export a list of everyone in your workspace. The exported CSV will include: Email. First name."
notion_page_12.txt,3,"Export workspace members If you have a Business Plan or Enterprise Plan, you can export a list of everyone in your workspace. The exported CSV will include: Email. First name. Last name. Role (Workspace owner, membership admin, member, or guest). A list of permission groups that each member is part of. User ID. To export workspace members as a CSV: Go to Settings in your sidebar. Under Workspace, select General. Find and select Export members as CSV. Analytics
If you want page view analytics to be visible for users who have full access or edit access to a page: Go to Settings in your sidebar. Under Workspace, select General. Toggle on Save and display page view analytics. Delete your workspace
Once a workspace is deleted: This action is permanent. All of the content inside of it will be deleted. You won’t be able to access your content — even your private pages. You might want to export any data that you want to keep after you delete the workspace. The deleted workspace will be deleted for everyone in it. This means all users who were part of a workspace before it was deleted will no longer have access to that workspace or any content inside that workspace."
notion_page_12.txt,4,"in it. This means all users who were part of a workspace before it was deleted will no longer have access to that workspace or any content inside that workspace. You'll be returned to another workspace you belong to, or the sign up page for Notion if you don't belong to any others. To delete a workspace: Go to Settings in your sidebar. Under Workspace, select General. Scroll down to Danger zone and select Delete entire workspace. You'll be asked to type the name of your workspace to confirm you want to proceed. Emoji
Custom emojis can be used as page icons, in reactions, and inline. Workspace members can go to Settings in their sidebar → Emoji to manage custom emojis in their workspace. From here, they can: Select Add emoji to upload their own file. Select ••• next to a custom emoji they’ve added, and Edit or Delete it. Workspace owners can edit or delete any emoji, even if they didn’t create it. Workspace owners can also toggle on Limit custom emoji creation to workspace owners if they don’t want all members to create custom emojis."
notion_page_12.txt,5,"emoji, even if they didn’t create it. Workspace owners can also toggle on Limit custom emoji creation to workspace owners if they don’t want all members to create custom emojis. Workspace security
Depending on how you're using your workspace, you may want to keep the data you have in it private for just your team. You can go to the Security section to adjust your workspace security settings. Note: Some of the following settings are available on specific Notion plans only. Allow page access requests from non-members: This setting is available to all plans except Enterprise. Allow members to request adding other members: This setting is available to users on the Plus Plan or higher. Allow any user to request to be added as a member of the workspace: This setting is available to users on the Plus Plan or higher. Allow page guests to request to be added as members to the workspace: This setting is available to users on the Plus Plan or higher. Security settings available on Enterprise Plans only
Disable publishing sites and forms: Don't let members publish Notion Sites or forms to the web. Any Sites or forms already live on the web will be taken down."
notion_page_12.txt,6,"only Disable publishing sites and forms: Don't let members publish Notion Sites or forms to the web. Any Sites or forms already live on the web will be taken down. Disable duplicating pages to other workspaces: Don't let members move pages to other workspaces. Especially helpful if you have a lot of people and a lot of pages. It can get confusing fast, and some people may lose access when pages get moved. Disable export: Don't let members export pages. This ensures that all your data stays in Notion rather than having different versions saved as Markdown or CSV. Allow members to invite guests to pages: Let members invite guests to specific workspace pages. Allow members to request adding guests: Let members ask to invite guests to workspace pages. Who can add restricted members to Teamspaces: Choose whether workspace owners, workspace and teamspace owners, or any member can add restricted members to a teamspace. Who can add restricted members to pages: Choose whether workspace owners, any member with admin approval, or any member can add restricted members to a page. Once pages are moved to Trash, delete them after: This allows you to choose how long pages will be deleted after being moved to Trash."
notion_page_12.txt,7,"restricted members to a page. Once pages are moved to Trash, delete them after: This allows you to choose how long pages will be deleted after being moved to Trash. After pages are deleted from Trash, retain them for: This allows you to choose how long pages can be retained after being deleted from Trash. Note: If you're interested in learning more about our Enterprise Plan, you can contact us by filling out this form. We will get back to you as soon as possible! Verify a domain
If you're on the Business or Enterprise Plan, you can verify a domain for your workspace. Note: If you're on the Enterprise Plan, you'll need to verify your domain via your organizational level controls. To verify a domain for your workspace: Go to Settings in your sidebar. Select Identity. Next to Verified domains, select Add domain. Enter your new domain and select Next. Follow the prompts to update your DNS record. Click Verify to prompt Notion to check your DNS record. If your domain’s status is Pending, select ••• next to the domain → View details → Verify to manually verify it. Once verification is complete, you’ll receive a confirmation email and your domain’s status will be Verified."
